ID,Type,English,Arabic,ChineseSimplified,ChineseTraditional,Danish,Farsi,French,German,Indonesian,Italian,Japanese,Korean,Malay,Polish,Portuguese,Russian,Spanish,Turkish,Ukrainian,,,,
SPEAK_PLAGUEISLANDHOUSE_01,Text,Go away. Nobody's home!,اذهب بعيدًا. منزل اللا أحد!,走开。家里没人！ ,走開。沒人在家!,Gå din vej. Der er ingen hjemme!,برو گمشو. هیچکس خانه نیست!,Va-t'en. Il n'y a personne !,Geh weg. Es ist keiner zu Hause!,Enyahlah. Tidak ada orang di rumah!,Va’ via. Non c’è nessuno in casa!,あっちへ行け。誰もいない！,저리가. 아무도 집에 없어요!,Pergi jauh-jauh. Tiada sesiapa di rumah!,Odejdź. Nikogo nie ma w domu!,Vá embora. Ninguém em casa!,Уходите. Никого нет дома!,Alde hemendio. Eztau inor etxen!,Uzak dur. Kimse evde değil!,Забирайтесь! Нікого немає вдома!,,,,
SPEAK_POTMAKER_01,Text,"Wanna buy some pots, dudes?",هل تريد شراء بعض القدور يا صديقي؟,帅哥，要买锅吗？,要買些鍋子嗎，老兄？,"Vil I købe nogle potter, gutter?",رفقا، دیگ می خواهید؟,"Vous voulez acheter de l'herbe, les gars ?","Wollt ihr ein paar Töpfe kaufen, Jungs?","Mau beli ganja, bung?","Vuoi comprare dei vasi, amico?",鍋を買うかい？,"냄비를 사겠나, 친구?","Mahu beli sedikit dadah, saudara?",Chcecie kupić garnki?,Querem comprar panelas?,"Ребята, хотите купить горшки?",Eltze batzuk erosi nahi dituzue?,"Dostum, tencere almak ister misin?",Горщики треба кому?,,,,
SPEAK_POTMAKER_02,Text,"Plenty o' pots, dudes! Lemme know if you need any...",يوجد هنا الكثير من القدور يا صديقي! أريد أن أعرف إن كنت تريد أي من...,帅哥，这里锅多着呢! 如果你需要买，就跟我说一声...,很多鍋子，老兄！如果你想來點…就和我說一聲,"Masser af potter, gutter! Sig til hvis I mangler...",بچه ها، یک عالمه دیگ دارم! اگر لازم داشتید به من بگویید...,Plein d'herbe pour mes potes ! Prévenez-moi quand vous en aurez besoin...,"Etliche Töpfe, Jungs! Sagt Bescheid, wenn ihr welche braucht …","Aku punya banyak ganja, bung! Beri tahu aku jika kamu butuh...","Ho un sacco di vasi, amico! Fammi sapere se te ne servono...",たくさん鍋があるのさ！必要かどうか教えてくれ...,"냄비가 많다네, 친구! 혹시 필요하면 알려주세요...","Banyak dadah, saudara! Beritahu aku jika kamu mahu...","Mam dużo garnków! Powiedzcie, czego potrzebujecie...","Muitas panelas! Avise-me, se quiser alguma...","У меня есть много горшков, ребята! Вы мне скажите, если вам они нужны...","Eltze pila bat, lagunak! Baten bat nahi baduzu, eskatzea besterik ez duzue...",Çok tencere var dostum! Bir şeye ihtiyacın olup olmadığını bana söyleyebilirsin...,"Горщики, кому горщики! Ви тільки-но скажіть, якщо треба...",,,,
SPEAK_POTMAKER_03_01,Text,"I have a little pot, wanna buy?",لدي قدر صغير، هل تريد شراؤه؟,我有个小锅，要买吗？,我有小鍋子，要買嗎？,"Jeg har en lille potte, vil du købe den?",یک دیگ کوچولو دارم، می خری؟,"J'ai un peu d'herbe, tu veux en acheter ?","Ich hab einen kleinen Topf, willst du ihn kaufen?","Aku punya sedikit ganja, mau beli?","Ho un vasetto, vuoi comprarlo?",小さな鍋を売っているんだ。買うかい？,"나에게 작은 냄비가 있는데, 살래요?","Saya ada sedikit dadah, mahu beli?","Mam mały garnek, chcecie kupić?","Tenho aqui uma panelinha, quer comprar?","У меня есть маленький горшочек, хотите купить?","Eltzetxo bat daukat, erosi nahi?","Küçük bir tencerem var, satın almak ister misin?",В мене є горщик. Бажаєте купити?,,,,
SPEAK_POTMAKER_03_02,Text,"If you want to make soup for the whole family, I also have the big one.",إن كنت تريد إعداد حساء للعائلة كلها، فلدي قدر من الحجم الكبير.,如果你想为全家人做汤，我也有大的。,如果你要幫整家人煮湯，我也有大鍋子。,"Hvis du vil lave suppe til hele familien, så har jeg også en stor en.",اگر می خواهی برای همه خانواده سوپ درست کنی، دیگ بزرگتر هم دارم.,"Si tu veux faire une soupe pour toute la famille, mes herbes de cuisine sont les plus raffinées.","Wenn du Suppe für die ganze Familie machen willst, habe ich auch den großen.","Jika kamu ingin memasak sup untuk seisi keluarga, aku juga punya yang besar.","Se preferisci il miele o la marmellata, ho anche quel genere di vasetti.",家族全員のためにスープを作るなら、大きな鍋も売ってるよ。,"당신이 온 가족을 위해 스프를 만들고 싶다면, 전 더 큰게 있어요.","Jika anda mahu membuat sup untuk seluruh keluarga, saya juga ada yang besar.","Jeżeli potrzebujesz ugotować zupę dla całej rodziny, mam także duży.","Se quiser fazer sopa para a família toda, também tenho uma grandona.","А если вам нужно сварить суп на всю семью, я продам вам большой.","Familia guztiarentzako zopa nahi baduzu, handiagoa ere badut.","Bütün aile için çorba yapmak istersen, daha büyüğü de var.","Якщо бажаєте приготувати юшки на всю родину, в мене є великий горщик.",,,,
SPEAK_SMALLHOUSEGUY_01,Text,"These days, the problems here in Clockwork Town really add up.",هذه الأيام والمشاكل التي مررنا بها في كلوكورك تاون كانت عصيبة للغاية.,这些天来，发条镇这里的问题加起来真的不少。 ,這些天來，在發條鎮這裏的問題真是越來越多。,Problemerner i Urværksby disse dage når nye højder.,این روزها، مشکلات در شهر ساعتی هر روز بیشتر می شوند.,"Ces temps-ci, les problèmes s'accumulent à Rouageville.",Derzeit nehmen die Probleme hier in der Uhrwerk-Stadt wirklich zu.,"Akhir-akhir ini, masalah di Kota Clockwork benar-benar bertambah banyak.","Ultimamente, i problemi qui alla Città Meccanica non fanno che accumularsi.",最近、時計じかけの町の問題は山積だからな。,"요즘에, 여기 클락워크 마을에 문제들이 더 쌓여가고 있어.","Sejak kebelakangan ini, masalah di sini di Bandar Kerja Jam benar-benar menerukkan keadaan.",Ostatnio w Zegarowie mamy naprawdę sporo problemów.,Ultimamente os problemas aqui da Cidade Mecânica só aumentam.,Сейчас проблемы в Механическом городе действительно множатся.,"Aspaldian, Ordulherriko arazoak gorantza bakarrik doaz.","Bu günlerde, Saat Mekanizması Şehrindeki sorunlar gerçekten arttı.",Зараз у Годинниковому місті проблем дуже багато.,,,,
SPEAK_STEAMBOY_01,Text,Steam-Boy Bennet - Letting out steam for your pleasure.,رجل البخار بينيت - يسمح بتدفق البخار حسب رغبتك.,蒸汽小子班纳特 - 释放蒸汽，寻求喜悦。,輪船男孩班尼－為了你而釋出蒸汽。,Damp-Drengen Benny - damp til den store fornøjelse,بنت، پسر بخار دارد برای شادی تو بخار می سازد.,Bennet la Bonne vapeur - Pour une vapeur qui fait monter la pression,Dampf-Junge Bennet – Lässt Dampf zum Vergnügen ab.,Steam-Boy Bennet - Menyediakan steam untuk bersenang-senang.,Bennet l’Uomo del Vapore - Emetto vapore per il vostro piacere.,スティーム・ボーイ・ベネット - 喜びの蒸気を放出。,스팀 보이 베넷은 당신의 즐거움을 위해 증기를 뿜다.,Bennet Budak Stim - Mengeluarkan stim untuk hiburan anda.,Parowy Benek – Wypuszczam parę na życzenie.,"Bené, menino-vapor — soltando vapor para sua satisfação.",Парильщик Беннет: выпускаем пар для вашего удовольствия.,Bennet Lurrun-Mutila - Lurruna zuk nahieran askatzen.,Buhar-Çocuk Bennet - zevk için buharı dışarı verin.,Паровий хлопець Беннет — випускає пар для вашого задоволення.,,,,
SPEAK_STEAMBOY_02,Text,Steam-Boy Bennet's Free Steam - Just pick it up!,البخار المجاني لرجل البخار بينيت - فقط التقطه!,蒸汽小子班纳特的免费轮船之旅 - 把它拿起来！,輪船男孩班尼的免費輪船之旅－拿起來吧！,Damp-Drengen Bennys gratis damp - Bare kom og tag det.,بخار مجانی بنت، پسر بخار - بردارش!,"Bennet la Bonne vapeur - Vapeur gratuite, servez-vous !",Dampf-Junge Bennets Gratisdampf – Hol ihn dir!,Steam-Steam Gratis Boy Bennet - Ambil saja!,Vapore Gratis di Bennet l’Uomo del Vapore - Basta prenderlo!,スティーム・ボーイ・ベネットの無料蒸気 - 拾ってくれ！,스팀 보이 베넷의 무료 증기- 가져가세요!,Stim Percuma Bennet Budak Stim - Hanya angkatnya!,Darmowa para Parowego Benka – Wystarczy zaczerpnąć dłonią!,"Vapor grátis de Bené, menino-vapor — é só pegar!",Бесплатный пар от Парильщика Беннета: заходи и бери!,Bennet Lurrun-Mutilaren dohako lurruna - Har ezazu zeronek!,Buhar-Çocuk Bennet'in Serbest Buharı - Hemen kaldırın!,Безкоштовний пар парового хлопця Беннета — тільки підбирайте!,,,,
SPEAK_STEAMBOY_03,Text,Steam-Boy Bennet - Building up steam since 1907.,رجل البخار بينيت - اخترع البخار منذ عام 1907.,蒸汽小子班纳特 - 自 1907 年开始打造轮船。,輪船男孩班尼－自1907年起就開始打造輪船。,Damp-Drengen Benny - Damp på siden 1907,بنت، پسر بخار - از سال 1907 دارد بخار می سازد.,Bennet la Bonne vapeur - Vous donne des vapeurs depuis 1907,Dampf-Junge Bennet – Baut seit 1907 Dampf auf.,Steam-Boy Bennet - Mengembangkan steam sejak 1907.,Bennet l’Uomo del Vapore - Vapore sin dal 1907.,スティーム・ボーイ・ベネット - 1907年から蒸気を蓄積。,스팀 보이 베넷-1907년부터 증기를 만들어왔다.,Bennet Budak Stim - Membina stim sejak tahun 1907.,Parowy Benek – Robię w parze od 1907 roku.,"Bené, menino-vapor — Fazendo vapor desde 1907.",Парильщик Беннет: даем жару с 1907.,Bennet Lurrun-Mutila - 1907az geroztik lurruna ematen,Buhar-Çocuk Bennett - 1907'den beri buharı artırıyor.,Паровий хлопець Беннет — робить пар з 1907 року.,,,,
SPEAK_STEAMBOY_04,Text,Steam-Boy Bennet is out of steam. Shop's closed...,نفد البخار من رجل البخار بينيت. المتجر مغلق...,蒸汽小子班纳特的蒸汽用光了。店铺关门了...,輪船男孩班尼的蒸汽用光了。商店要關門了…,Damp-Drengen Benny er løbet tør for damp. Butikken er lukket.,بخار بنت، پسر بخار تمام شده است. مغازه بسته است...,Bennet la Bonne vapeur est à court de vapeur. Le magasin est fermé...,Dampf-Junge Bennet ist abgedampft. Der Laden hat zu …,Steam-Boy Bennet keluar dari steam. Toko tutup...,Bennet l’Uomo del Vapore non ha più vapore. Il Negozio è chiuso...,スティーム・ボーイ・ベネットは現在蒸気が在庫にありません。店が閉まっている...,스팀 보이 베넷은 증기가 떨어졌다. 가게 문 닫음...,Bennet Budak Stim kehabisan stim. Kedai ditutup...,Parowy Benek nie ma pary. Sklep zamknięty...,"Bené, menino-vapor está sem vapor. A loja está fechada...",Парильщик Беннет выдохся. Магазин закрыт...,Bennet Lurrun-Mutilak ez du lurrunik. Denda itxita...,Buhar-Çocuk Bennet'in buharı yok. Mağaza kapalı...,У парового хлопця Беннета закінчився пар. Магазин зачинено...,,,,
SPEAK_TRAINHOUSE_01_01,Text,Welcome to the Clockwork Junction. ,مرحبًا في مضخة كلوكورك. ,欢迎来到发条枢纽。 ,歡迎來到發條交叉點。 ,Velkommen til Urværksknudepunktet.,به چهار راه ساعتی خوش آمدید. ,Bienvenue à la Jonction de l'engrenage. ,Willkommen an der Uhrwerk-Kreuzung. ,Selamat datang di Tikungan Clockwork. ,Benvenuti alla Stazione di Scambio Meccanica. ,時計じかけジャンクションへようこそ。 ,클락워크 교차로에 오신 것을 환영합니다. ,Selamat datang ke Simpang Kerja Jam. ,Witamy w Węźle Zegarowym. ,Boas-vindas à Junção Mecânica. ,Добро пожаловать на Узловую Механическую. ,Ongi etorri Ordulari Bidegurutzera.,Saat Mekanizması Kavşağına hoş geldiniz.,Вас вітає Годинниковий вузол. ,,,,
SPEAK_TRAINHOUSE_01_02,Text,How may I assist you?,كيف يمكنني مساعدتك؟,有什么可以帮您的吗？,我該如何幫忙你？,Hvordan kan jeg hjælpe dig?,چطور می توانم کمکتان کنم؟,En quoi puis-je vous assister ?,Wie können wir Ihnen helfen?,Apa yang bisa aku bantu?,Come posso esservi utile?,どういうご用件ですか？,어떻게 도와드릴까요?,Bagaimana boleh saya bantu kamu?,W czym mogę pomóc?,Como posso ajudar?,Чем я могу вам помочь?,Zertan lagun zaitzaket?,Nasıl yardımcı olabilirim?,Чим можу допомогти?,,,,
SPEAK_TRAINHOUSE_02_01,Text,"All lines are currently delayed, ",تشهد جميع الخطوط فترات تأخير. ,目前所有班次已晚点。 ,目前所有的班次都誤點， ,"All afgange er forsinkede,",همه خط ها فعلا با تأخیر روبرو هستند، ,"Il y a du retard sur actuellement toutes les lignes, ",Alle Strecken haben momentan Verspätung. ,"Semua jalur sedang tertunda, ",Tutte le linee sono al momento in ritardo. ,すべての列車が現在遅れています、 ,"이 모든 선들은 현재 지연되었어요, ","Semua landasan terlewat pada masa ini, ",Na wszystkich liniach mamy aktualnie opóźnienie. ,"Todas as linhas estão atrasadas, ",Все рейсы сейчас задерживаются ,"Linea guztiek atzerapena dute une honetan,","Tüm hatlar şu anda erteleniyor, ","Поїзди усіх напрямків запізнюються, ",,,,
SPEAK_TRAINHOUSE_02_02,Text,- due to unexpected cobwebs on the track.,- بسبب خيوط العنكبوت غير المتوقعة في المسار.,- 由于轨道上未预料到的蜘蛛网所导致。,- 由於軌道上有意料外的網。,- grundet spindelvæv på skinderne.,- به خاطر وجود تار عنکبوت های بسیار زیاد در راه.,- à cause de toiles d'araignées sur les voies.,- Wegen unerwarteter Spinnweben auf dem Gleis.,- akibat jaring laba-laba tak terduga di jalurnya.,- a causa di inaspettate ragnatele nella strada.,- 線路上の想定外のクモの巣のせいだ。,- 예상하지 못한 길에 있는 거미줄 때문이죠.,- disebabkan oleh sarang labah-labah yang tidak dijangka berada di atas landasan.,- z powodu nieoczekiwanych pajęczyn na torach.,- devido a teias inesperadas no trilho.,- из-за неожиданно появившейся паутины на путях.,- aurreikusi gabeko armiarma-sare batzuk direla eta.,- yoldaki beklenmeyen karışıklık nedeniyle.,- з-за неочікуваної павутини на рейках.,,,,
