key,source,target
C09_Strings_SB/129130_Pip_Sleeping_1,MOONBEARD!,
C09_Strings_SB/129130_Thrash_Sleeping_1,"YOU'RE... REALLY HERE!!!",
C09_Strings_SB/129130_Violet_Sleeping_2,BUT... HOW??? @I THOUGHT YOU WERE... WERE... GONE??,
C09_Strings_SB/129130_Moonbeard_Sleeping_4,"SNAP! I WAS PRETTY SURE IT WAS CURTAINS FOR MOONBEARD, TOO. @BUT IT WAS NOT SO...",
C09_Strings_SB/129130_Moonbeard_Introduction_1,"AND THAT'S HOW MOONBEARD GOT HIS FORM BACK. @YOU KNOW... VIOLET... @THE MAGIC THAT REFORMED ME... IT WAS THE VERY POTION THAT WE COOKED UP TOGETHER IN MY LAB. @THE POTION OF REBINDING! @I'M VERY GLAD I DRANK THAT CONCOCTION... IT SAVED MY LIFE.",
C09_Strings_SB/129130_Violet_Introduction_1,"I'M... I'M JUST GLAD I COULD HAVE HELPED.",
C09_Strings_SB/129130_Moonbeard_Introduction_2,"YOUR ASSISTANCE HAS BEEN ESSENTIAL, VIOLET. @ALL OF YOU!",
C09_Strings_SB/129130_Thrash_Introduction_1,"WHAT'S WITH THE NEW LOOK, M.B.?",
C09_Strings_SB/129130_Moonbeard_Introduction_3,"AH, THRASH! YOU KNOW, IT'S A FUNNY THING... @WHEN I WAS REFORMED, THE PIGMENTS IN MY INK WERE DISSOLVED... @LEAVING ME... UTTERLY COLOURLESS. @I AM CLASSIC MOONBEARD NO MORE. @NOW, I AM...",
C09_Strings_SB/129130_Thrash_Introduction_2,"RAD!! YOU LOOK PRETTY METAL. @AND... MINIBEARD? @WHY'S HE GOT THAT COLOURLESS LOOK? @THAT LITTLE DUDE WENT THROUGH ALL OF THIS, TOO?",
C09_Strings_SB/129130_Moonbeard_Introduction_4,"OH NO, NO, NO. @NOTHING HAPPENED TO MINIBEARD. @NO, HE WAS OUT ROLLER SKATING WHEN ALL OF THIS WENT DOWN. @I THINK HE CHANGED OUTFITS A MINUTE OR TWO AGO TO COORDINATE.",
C09_Strings_SB/129130_Minibeard_Introduction_1,ROLLER SKATING.,
C09_Strings_SB/129130_Moonbeard_Introduction_5,"IT WAS REALLY QUITE A TREK FROM THAT SHEET OF KITCHEN ROLL BACK TO THIS WORLD. @PAGE THE BOOKWORM HELPED ME ON THE WAY. @GOOD OLD PAGE. @ANYWAY, I'M BACK NOW, AND FROM THE LOOK OF HUMGRUMP'S ANTICS, NOT A MOMENT TOO SOON!",
C09_Strings_SB/129130_Violet_Buttergrump_1,"OH, THAT IS GROSS.",
C09_Strings_SB/129130_Humgrump_Buttergrump_2,THE GAMES END HERE. @MY TRANSFORMATION... IS AT HAND. @I CANNOT... UNNNGH... STOP IT... ANY LONGER! @THIS SILLY LITTLE BOOK... @IT WAS NEVER ENOUGH FOR ME.,
C09_Strings_SB/129130_Humgrump_Buttergrump_3,I HAVE GRANDER DESIGNS. @THE OUTSIDE... RRRGGHH... WORLD... @THAT IS WHAT I NOW... DESIRE... @I... WILL... SEIZE... EVERYTHING... OUT THERE... @AND I WILL BURN THIS LITTLE BOOK TO ASH...,
C09_Strings_SB/129130_Humgrump_Buttergrump_4,IT IS TIME... AHHHHHHHHH... @TO FINALLY FULFILL... GNNNNNGHHH... @MY POTENTIAL!!,
C09_Strings_SB/129130_Moonbeard_Buttergrump_1,"DRAT! HE'S GIVEN US THE SLIP! @IT'S THAT METAMAGIC... IT'S JUST TOO POWERFUL. @AS LONG AS HE HAS THAT STAFF IN HIS GRUBBY HANDS... @...HE'LL ALWAYS BE ABLE TO PULL SOME KIND OF MISCHIEF. @THIS TIME HE'S LEAPT STRAIGHT OUT OF OUR WORLD! @JOT!",
C09_Strings_SB/129130_Violet_Buttergrump_2,JOT... GOOD LUCK OUT THERE!,
C09_Strings_SB/129130_Pip_Buttergrump_1,WE BELIEVE IN YOU. YOU CAN DO IT.,
C09_Strings_SB/129130_Thrash_Buttergrump_1,"TRARRGSPEED, DUDE!",
C09_Strings_SB/129130b_Violet_JotReturns_1,{150}JOT!!!{100},
C09_Strings_SB/129130b_Thrash_JotReturns_1,{150}DUDE!!{100},
C09_Strings_SB/129130b_Moonbeard_JotReturns_1,"AMAZING WORK, LAD! @I WAS WATCHING YOU BATTLING THAT MONSTROUS... BUTTERGRUMP... @YOU KNOW, MY BROTHER'S STAFF... IT'S BEEN DESTROYED! @AND SO, HIS POWER... IS GONE. @AND HE IS BANISHED. PERHAPS... IT WILL GIVE HIM TIME... @...TO FINALLY REFLECT ON THINGS.",
C09_Strings_SB/129130b_Mural_QueenArrives_1,{125}AND GOOD RIDDANCE TO YOU!!!,
C09_Strings_SB/129130b_Moonbeard_QueenArrives_1,YOUR MAJESTY!,
C09_Strings_SB/129130b_Chroma_QueenArrives_1,"MOONBEARD! PIP! KIDS! @YOU'RE ALL OK!! @I AM SO HAPPY TO SEE YOU!",
C09_Strings_SB/129130b_Pip_QueenArrives_1,"LIKEWISE, YOUR MAJESTY!",
C09_Strings_SB/129130b_Chroma_QueenArrives_2,"MURAL AND I HAVE BEEN IMPRISONED IN THIS MISERABLE PALACE... @OH, FOR SO LONG... @BUT JUST NOW... HUMGRUMP'S TROOPS... THEY BEGAN TO PANIC... @TO SCATTER! @I CAN FEEL... SOMEHOW... THAT WIZARD'S DARK POWER... HAS DISSIPATED.",
C09_Strings_SB/129130b_Moonbeard_QueenArrives_2,"JUST SO, YOUR HIGHNESS. @JOT DEFEATED HUMGRUMP, AND DESTROYED HIS METAMAGIC STAFF. @THAT GREASY WEASEL'S POWER IS GONE!",
C09_Strings_SB/129130b_Chroma_QueenArrives_3,JOT... HOW CAN I THANK YOU ENOUGH? @ONCE AGAIN... THE LAND IS INDEBTED TO ITS CHAMPION.,
C09_Strings_SB/129130b_Moonbeard_QueenArrives_3,"VIOLET, THRASH, PIP... THEY ALL STOOD UP IN MOJO'S TIME OF NEED. @THEY ALL DID THEIR PART!",
C09_Strings_SB/129130b_Chroma_QueenArrives_4,"YOU BECAME THE WARRIORS THAT MOONBEARD KNEW YOU COULD BECOME. @I'M PROUD OF YOU ALL.",
C09_Strings_SB/129130b_Violet_QueenArrives_1,"IT WAS NOTHING, YOUR HIGHNESS!",
C09_Strings_SB/129130b_Thrash_QueenArrives_1,"NO TROUBLE AT ALL, REALLY!",
C09_Strings_SB/129130b_Chroma_QueenArrives_5,"NOW THEN. @LET'S GET OUT OF THIS CREEPY PALACE...",
C09_Strings_SB/129130b_Moonbeard_QueenArrives_4,YOUR MAJESTY... @THAT SOUNDS LIKE AN EXCELLENT IDEA. @WE HAVE A LAND TO REBUILD!,
C09_Strings_SB/129130b_Chroma_QueenArrives_6,YOUNG ONES... @LEAD THE WAY!,
C09_Strings_SB/129130_Moonbeard_Introduction_3.1,{150}MOONBEARD THE MONOCHROMATIC!{100},
C09_Strings_SB/129130_Moonbeard_Buttergrump_2,"THIS IS A JOB FOR THE PLUCKY SQUIRE! @YOU MUST FOLLOW HUMGRUMP OUT OF THE BOOK AND PUT A STOP TO HIM... @BEFORE HE BECOMES ALL-POWERFUL! @WHAT HANGS IN THE BALANCE IS... @THE FATE OF THIS BOOK, AND THE ENTIRE OUTSIDE WORLD! @... @NO PRESSURE. @GO GET HIM, LAD!",
C09_Strings_SB/4344_WP_01_Empty,THE HEAVY IRON GATE WAS VERY MUCH _____,
C09_Strings_SB/4344_WP_01_Iteration_01,THE HEAVY IRON GATE WAS VERY MUCH [SHUT],
C09_Strings_SB/4344_WP_01_Iteration_02,THE HEAVY IRON GATE WAS VERY MUCH [BROKEN],
C09_Strings_SB/4344_WP_02_Empty,"THE _____ WALL ONLY LED TO ANOTHER CELL CHAMBER, HA!",
C09_Strings_SB/4344_WP_02_Complete,"THE [BROKEN] WALL ONLY LED TO ANOTHER CELL CHAMBER, HA!",
C09_Strings_SB/1516_WP_01_Empty,_____ THING WAS CERTAIN,
C09_Strings_SB/1516_WP_01_Complete,[ONE] THING WAS CERTAIN,
C09_Strings_SB/1516_WP_02_Empty,THERE WAS _____ WAY OUT,
C09_Strings_SB/1516_WP_02_Iteration_01,THERE WAS [NO] WAY OUT,
C09_Strings_SB/1516_WP_02_Iteration_02,THERE WAS [ONE] WAY OUT,
C09_Strings_SB/4546_WP_01_Empty,SLIME HAD LEAKED FROM THIS _____ PIPE,
C09_Strings_SB/4546_WP_01_Iteration_01,SLIME HAD#LEAKED FROM THIS#[BROKEN] PIPE,
C09_Strings_SB/4546_WP_01_Iteration_02,SLIME HAD#LEAKED FROM THIS#[DIAMOND] PIPE,
C09_Strings_SB/4546_WP_01_Iteration_03,SLIME HAD#LEAKED FROM THIS#[METAL] PIPE,
C09_Strings_SB/4546_WP_02_Empty,THE HEARTLESS TRAITOR HAD ERADICATED THE _____ POOR CREATURES,
C09_Strings_SB/4546_WP_02_Complete,THE HEARTLESS TRAITOR HAD ERADICATED#THE [THREE] POOR CREATURES,
C09_Strings_SB/4546_WP_03_Empty_01,_____ LARGE#_____ CRATES HAD#BEEN STORED HERE,
C09_Strings_SB/4546_WP_03_Empty_02,[TWO] LARGE#_____ CRATES HAD#BEEN STORED HERE,
C09_Strings_SB/4546_WP_03_Empty_03,[THREE] LARGE#_____ CRATES HAD#BEEN STORED HERE,
C09_Strings_SB/4546_WP_03_Empty_04,_____ LARGE#[METAL] CRATES HAD#BEEN STORED HERE,
C09_Strings_SB/4546_WP_03_Empty_05,_____ LARGE#[DIAMOND] CRATES HAD#BEEN STORED HERE,
C09_Strings_SB/4546_WP_03_Empty_06,_____ LARGE#[BROKEN] CRATES HAD#BEEN STORED HERE,
C09_Strings_SB/4546_WP_03_Iteration_01,[TWO] LARGE#[METAL] CRATES HAD#BEEN STORED HERE,
C09_Strings_SB/4546_WP_03_Iteration_02,[THREE] LARGE#[METAL] CRATES HAD#BEEN STORED HERE,
C09_Strings_SB/4546_WP_03_Iteration_03,[TWO] LARGE#[DIAMOND] CRATES HAD#BEEN STORED HERE,
C09_Strings_SB/4546_WP_03_Iteration_04,[THREE] LARGE#[DIAMOND] CRATES HAD#BEEN STORED HERE,
C09_Strings_SB/4546_WP_03_Iteration_05,[TWO] LARGE#[BROKEN] CRATES HAD#BEEN STORED HERE,
C09_Strings_SB/4546_WP_03_Iteration_06,[THREE] LARGE#[BROKEN] CRATES HAD#BEEN STORED HERE,
C09_Strings_SB/4546_WP_04_Iteration_01,HERE WAS A [DIAMOND]#BUST OF THE GLORIOUS#LEADER HUMGRUMP,
C09_Strings_SB/4546_WP_04_Iteration_02,HERE WAS A [BROKEN]#BUST OF THE GLORIOUS#LEADER HUMGRUMP,
C09_Strings_SB/4546_WP_04_Iteration_03,HERE WAS A [METAL]#BUST OF THE GLORIOUS#LEADER HUMGRUMP,
C09_Strings_SB/7172_Pip_Enter_1,"HEY, IT WAS NOTHING! @YOU KNOW, I GET THE FEELING WE'RE NEARLY OUT OF DEEPDOOM. @LET'S ROLL ON!",
C09_Strings_SB/7172a_Narration_1,THE BAND OF BOTHERERS EMERGED.,
C09_Strings_SB/7172a_Narration_2,AND LAID THEIR EYES UPON THEIR UNDOING...,
C09_Strings_SB/7172a_Narration_3,"A VERY SOLID, VERY CLOSED IRON DOOR",
C09_Strings_SB/7172a_Narration_3_Alt,"A VERY SOLID, VERY OPEN IRON DOOR",
C09_Strings_SB/7172b_Pip_Enter_1,"HMMMMMM... @NOW THIS IS TRICKY. SOME NEW-FANGLED MACHINERY. @THE DOOR ONLY OPENS IF IT SEES A FACE FROM HUMGRUMP'S ARMY. @IT'S NOT GOING TO APPRECIATE OUR PRETTY FACES. NOT A BIT.",
C09_Strings_SB/7172b_Violet_Enter_1,"BUT... THIS IS THE ONLY FACE I'VE GOT! @WHAT ARE WE GOING TO DO??",
C09_Strings_SB/7172b_Thrash_Solved_1,DUDE! NOT EXACTLY SURE WHAT YOU DID THERE BUT... IT WORKED A CHARM!,
C09_Strings_SB/7172b_Pip_Solved_1,"GOOD GOING JOT! @NOW... LET'S SPLIT!",
C09_Strings_SB/129130_Humgrump_Gauntlet_1,"SO YOU'RE BACK, SILLY BROTHER OF MINE! @YOU WON'T BE ABLE TO PROTECT YOUR LITTLE STUDENTS FROM ME... @FOR I CONTROL REALITY ITSELF! @I'LL REWIND TIME... AND DESTROY YOUR WRETCHED PETS!!! ",
C09_Strings_SB/129130_Humgrump_Gauntlet_2,"YOU PUT UP A GOOD FIGHT, LITTLE WELPS! @BUT I WAS MERELY PLAYING WITH YOU. @TIME... TO GET SERIOUS!",
C09_Strings_SB/4546_WP_04_Empty,HERE WAS A _____ BUST OF THE GLORIOUS LEADER HUMGRUMP,
C09_Strings_SB/PotionPop_Humgrump_Distorted_StartOfWave_01,YOU SHALL PERISH HERE.,
C09_Strings_SB/PotionPop_Humgrump_Distorted_StartOfWave_02,"IT IS FUTILE TO PERSIST, YOUNG WITCH.",
C09_Strings_SB/PotionPop_Humgrump_Distorted_StartOfWave_03,MOONBEARD TRAINED YOU... POORLY.,
C09_Strings_SB/PotionPop_Humgrump_Distorted_StartOfWave_04,YOUR POWERS ARE NOTHING COMPARED TO MINE... ,
C09_Strings_SB/PotionPop_Humgrump_Distorted_TakeDamage,ARRRGGHHH!!,
C09_Strings_SB/PotionPop_Humgrump_Distorted_DamagePlayer,HAHA!,
C09_Strings_SB/PotionPop_Humgrump_Distorted_Win_Minigame,HRRRAAAGGH!!,
C09_Strings_SB/PotionPop_Humgrump_Distorted_Lose_Minigame,HA HA HA HAA!,
C09_Strings_SB/PotionPop_Violet_TakeDamage,UGH...,
C09_Strings_SB/PotionPop_Violet_Distorted_DamageEnemy,TAKE THAT!,
C09_Strings_SB/PotionPop_Violet_Win_Minigame,HUMGRUMP... HUM-BUMPED!,
C09_Strings_SB/PotionPop_Violet_Lose_Minigame,"I... CAN'T... GO... ON...",
C09_Strings_SB/DPAGE_01_CloseBook_2,"EXTRAORDINARY! @A TRULY BRILLIANT SPARK OF INSPIRATION, JOT! @NOW... GET DOWN ONTO THE DESK SO WE MIGHT SEE HOW YOUR BOOK HAS FARED...",
C09_Strings_SB/DPAGE_01_CloseBook_3,"JUBILATION! THE PAGES HAVE UNFROZEN! @THE WORKINGS OF BOOK MAGIC ARE QUITE A MYSTERY, YOU KNOW... @I BELIEVE YOU MAY NOW RETURN TO YOUR BOOK'S PAGES, AND TO YOUR COMPANIONS. @I WISH YOU THE BEST OF LUCK, JOT. I HAVE THE UTMOST FAITH IN YOU! @GO NOW!",
C09_Strings_SB/Desk_Mug_ZapWin_01,"ROCKETING RASPBERRIES! @THAT BUTTERFLY WAS A REAL MEAN SPECIMEN! @THE GALAXY IS HEAVING WITH WEIRD OLD CREATURES, Y' KNOW... @BUT YOU GAVE THAT ONE A RIGHT GOOD BOP! @BLASTINGLY BRILLIANT JOB, THE BOTH OF YOU! @YOU'RE SHAPING UP TO BE QUITE THE INTERGALACTIC HEROES. @NOW, YOUNG WARRIOR... BEST RETURN TO YOUR HOME PLANET!",
C09_Strings_SB/2122_Narration,THE GUARDS WOULD SURELY SPOT THE WRETCHED RODENT,
C09_Strings_SB/2122_Flavour_1,SECTION 19G#LISTS OF#TROUBLESOME#CITIZENS#AND THEIR#PETS,
C09_Strings_SB/2122_Flavour_2,SECTION 49F#DECREES#PERTAINING TO THE#ILLEGAL USE OF#HUMOUR AND OTHER#VERBAL TOMFOOLERY,
C09_Strings_SB/2122_Flavour_3,SECTION 80G#TAX CODES#FOR SNAILS,
C09_Strings_SB/2122_Flavour_4,SECTION 56D#TIPS FOR#AVOIDING#TROUBLESOME#THOUGHTS,
C09_Strings_SB/Buttergrump_UI_1,ZIP DASH {Action_Roll},
C09_Strings_SB/Buttergrump_UI_2,FIRE THE LASER RIFLE WITH {Action_Jump},
C09_Strings_SB/Buttergrump_HelpText_2,CYBER JOT,
C09_Strings_SB/Buttergrump_HelpText_1,DASH WITH {Action_Roll} TO AVOID ATTACKS,
C09_Strings_SB/4344_Minibeard_Encounter_01_Violet,WAIT... IS THAT? IT IS! @MINIBEARD!!!,
C09_Strings_SB/4344_Minibeard_Encounter_02_Thrash,HOW DO. @LONG TIME NO SEE.,
C09_Strings_SB/4344_Minibeard_Encounter_03_Pip,OH WOW... IS IT GREAT TO SEE YOU!!,
C09_Strings_SB/4344_Minibeard_Encounter_04_Minibeard,YOU TOO. @GOOD PEOPLE. BAD LOCATION.,
C09_Strings_SB/4344_Minibeard_Encounter_05_Violet,WHAT ARE YOU DOING DOWN HERE?,
C09_Strings_SB/4344_Minibeard_Encounter_06_Minibeard,"CAME TO HELP YOU OUT. @THERE'S SOME HEAD-SCRATCHIN' AREAS AHEAD. @MINIBEARD'S SPECIALITY.",
C09_Strings_SB/4344_Minibeard_Encounter_07_Pip,"PERFECT. @THANK YOU, MINIBEARD. @OUR LITTLE BAND JUST GOT A BIG BOOST.",
C09_Strings_SB/4344_Minibeard_Encounter_08_Minibeard,"YOU GOT IT. @YOU SCOOT AHEAD. I'LL CATCH YOU UP.",
C09_Strings_SB/4546_Hint_Intro,"WELL NOW, JOT.",
C09_Strings_SB/4546_Hint_01,"INSIDE TIP. THE KEY YOU'RE LOOKING FOR IS IN A CRATE. @PRETTY SOLID CRATE. @IF IT WAS BROKEN, MAYBE YOU COULD GET INTO IT. @MULL THAT ONE OVER.",
C09_Strings_SB/4546_Hint_02,"IF YOU TILT THE CRATES TO SLIDE THEM ACROSS THE FLOOR... @YOU COULD MAKE A WALKWAY. @WELL, MAYBE NOT WITH TWO CRATES. @MAYBE WITH THREE CRATES. @THREE CRATES ARE BETTER THAN TWO, AS I ALWAYS SAY.",
C09_Strings_SB/4546_Hint_03,"DIFFICULT TO GET THE CRATES LINED UP JUST PERFECT, EH? @YOU'LL WANT TO BE STOPPIN' ONE OF THEM, I'D SAY. @STOP THE CRATE, MIGHT WORK GREAT.",
C09_Strings_SB/4546_Hint_04,"PSST... THE KEY YOU'RE AFTER... IT'S IN A CRATE. @IF YOU MAKE THE CRATE BROKEN, YOU MIGHT BE ABLE TO GET INTO IT.",
C09_Strings_SB/4546_Hint_05,"WELL, THE CRATES ARE BROKEN. @BUT NOT COMPLETELY SMASHED. @NOW, HOW WOULD YOU GO ABOUT SMASHING THEM? @WITH A BLAST, I'D SAY. @THE ANSWER LIES IN EXPLOSIVES, JOT.",
C09_Strings_SB/5556a_Hint_Intro,"RIGHT, RIGHT.",
C09_Strings_SB/5556a_Hint_01,"THAT GREEN-GLOWING SECTION OF PIPE... @BUZZING WITH METAMAGIC, IT IS. @ONE FUNNY THING ABOUT METAMAGIC IS... IT CAN TRANSFER THINGS BETWEEN PAGES. @IF YOU WERE TO PRESS THAT METAMAGICAL PIPE SECTION ONTO ANOTHER PAGE... @IT MIGHT GET TRANSFERRED ACROSS. @HOW WOULD YOU PRESS ONE PAGE ONTO ANOTHER? @WELL... IF YOU CLOSED THE PAGES, THAT'D DO IT. @THIS IS ALL THEORY, OF COURSE.",
C09_Strings_SB/5556a_Hint_02,YOU CAN MOVE THE PIPE SECTION BY TILTING THE BOOK. @PRO-TIP.,
C09_Strings_SB/5556_Hint_Intro,HELLO CHUCK.,
C09_Strings_SB/5556_Hint_01,"YOU'LL BE NEEDING TO GET THAT BIG CRATE ON TOP OF THE BIG BUTTON. @TRY SLIDIN' THE CRATE AROUND. @ALSO - IT'S FULL OF METAMAGIC. WHICH MEANS YOU CAN TRANSFER IT BETWEEN PAGES. @NO NEED TO THANK ME.",
C09_Strings_SB/5556_Hint_02,"SEE THE METAL BLOCKS WITH THE ROUND HOLES ON THEIR TOP SURFACE? @PUSHERS, THEY ARE. THEY PUSH THINGS. @BUT ONLY IF YOU GIVE 'EM A JOLT. @WHAT KIND OF JOLT? @THE ANSWER IS ALWAYS EXPLOSIVES.",
C09_Strings_SB/5556_Hint_03,"NOW, YOU MAY NEED TO STOP THAT CRATE FROM SLIDING AROUND. @FOR THAT, I'D RECOMMEND THE BIG METAL PLATFORMS THAT RISE OUT OF THE FLOOR. @HOW DO YOU MAKE THEM RISE? BY HITTIN' THE ORB SWITCH. @HOW DO YOU HIT THE ORB SWITCH WHEN YOU'RE OUT OF THE BOOK? @ONE WORD: BOOM.",
C09_Strings_SB/DPAGEWayForward,OVER THERE IS THE ROUTE VIA WHICH YOU MAY RETURN. GOOD LUCK!,
C09_Strings_SB/129130_Humgrump_Gauntlet_3,"SO YOU'RE BACK, SILLY BROTHER OF MINE!",
C09_Strings_SB/129130_Humgrump_Gauntlet_4,"YOU WON'T BE ABLE TO PROTECT YOUR PRETTY LITTLE STUDENTS. @NOT FROM ME...",
C09_Strings_SB/129130_Humgrump_Gauntlet_5,"FOR I CONTROL REALITY ITSELF! @SPACE, TIME... IT'S ALL MINE. @TIME TO DEMOLISH YOUR WRETCHED PETS!!",
C09_Strings_SB/4546_WP_02_Iteration_1,THE HEARTLESS TRAITOR HAD ERADICATED#THE [TWO] POOR CREATURES,
C09_Strings_SB/7172_Pip_Enter,"WHY, THANK YOU, YOU'RE TOO KIND. @HEY... I GET THE FEELING WE'RE NEARLY OUT OF DEEPDOOM. @LET'S ROLL ON!",
C09_Strings_SB/4142_Pip_Congrats_2,"TOO MANY QUESTIONS ABOUT SHADES OF PAINT... @ANYWAY... COME ON, LET'S SCOOT!",
C09_Strings_SB/129130_Humgrump_Buttergrump_1,"{150}BROTHER!!!{100} @BACK AGAIN, EH? @I SHOULD HAVE KNOWN. @YOU... THE WRETCHED SQUIRE... @WRITTEN OUT OF THE PLOT SOME TIME AGO BUT, SOMEHOW... @BACK TO STEAL THE SCENE.",
C09_Strings_SB/Desk09_TalkingMinibeard_001,"HEYUP. IT'S BEEN A WHILE. @CAREFUL NEAR THE EDGE OF THIS SHELF, IT'S A PERILOUS DROP. @YOU KNOW, THERE'S ANOTHER WAY DOWN TO THE DESK. @A WAY THAT'S MUCH LESS BONE-CRUSHY.",
C09_Strings_SB/Desk09_TalkingMinibeard_002,"HOW DO. YOU'RE LOOKING FOR YOUR ITEMS, AREN'T YOU? @THE TROOPS HAVE STASHED THEM IN THEIR FORTRESS. THE ENTRANCE IS TO THE RIGHT. @DROP IN, HAVE A GANDER. @AVOID THE ANGRY TROOPS TRYING TO JAB YOU WITH SPEARS.",
C09_Strings_SB/Desk09_TalkingMinibeard_003,"NOW THEN. THE ENTRANCE TO THE FORTRESS IS NEARBY. @YOU'LL NEED TO MAKE YOUR WAY PAST LOADS OF SENSORS AND LETHAL LASER BEAMS. @TIME TO GET REAL SLINKY.",
C09_Strings_SB/Desk09_TalkingMinibeard_004_01,"PSST, JOT! @THE GOODS ARE STASHED UP HERE... COME ON UP!",
C09_Strings_SB/Desk09_TalkingMinibeard_004_02,"WELL DONE. YOU'LL WANT YOUR SWORD NEXT. @YOU'LL FIND IT DOWN BELOW, IN THE DUNGEON. @YOU'LL ALSO FIND BEETLES WHO WILL TRY TO EAT YOU. @LIFE IS FULL OF UPS AND DOWNS.",
C09_Strings_SB/Desk09_TalkingMinibeard_005,"GOOD GOING. SEE THOSE TOMATO BOMBS NEARBY? @THEY'D DO SOME DAMAGE IF YOU WERE TO THROW THEM ON THE TROOPS DOWN THERE. @ONCE THE BOMBS ARE GONE, YOU'LL JUST HAVE TO DROP DOWN AND GET FIGHTING. @SOMETIMES THE BEST SOLUTION IS A GOOD OLD SCRAP.",
C09_Strings_SB/Desk09_TalkingMinibeard_006,"CRACKING JOB. TO THE LEFT YOU'LL FIND THE PATH BACK. @JUST A BIT FURTHER NOW. @KEEP YOUR NERVE AND YOU'LL BE BACK IN YOUR BOOK IN A JIFFY. @WHEN YOU'RE BACK SEND ME A POSTCARD.",
C09_Strings_SB/Desk09_pique_001,THE SIGHT OF ALL OF THESE ASSOCIATES MARCHING SO PRECISELY... @IN FRONT OF A PAINTING OF OUR MAGNIFICENT AND BENEVOLENT LEADER... @IT REALLY FILLS THE HEART WITH APPROPRIATELY POSITIVE AND LOYAL EMOTIONS.,
C09_Strings_SB/Desk09_temper_001,"IT'D BE IMPOSSIBLE FOR ANYONE TO SNEAK INTO THIS FORTRESS... @AND RECLAIM THEIR RIGHTFULLY CONFISCATED POSSESSIONS.",
C09_Strings_SB/Desk09_pique_002,"A VERY INSIGHTFUL IF ODDLY SPECIFIC POINT, ASSOCIATE TEMPER.",
C09_Strings_SB/4546_Pip_Exit_1,ANOTHER GATE FALLS TO THE MOJAM CREW!,
C09_Strings_SB/4546_Violet_Exit_1,"NICE WORK, JOT!",
C09_Strings_SB/4546_Pip_Exit_2,ON WE RIDE!,
C09_Strings_SB/P5354a_Seethe_Intro_1,"HOW'S THE TRAINING GOING, ASSOCIATE FUME?",
C09_Strings_SB/P5354a_Fume_Intro_1,"GOING GREAT, ASSOCIATE SEETHE! @I'VE REPORTED FIVE OTHER ASSOCIATES FOR FOOTWORK VIOLATIONS ALREADY TODAY. @QUITE A WORKOUT!",
C09_Strings_SB/P5354a_Seethe_Intro_2,"WAIT! @THEY SHOULDN'T BE HERE!",
C09_Strings_SB/P5354a_Violet_Intro_1,"HEY, HUMGRUMPIES! @WE'LL GIVE YOU LOTS TO REPORT!",
C09_Strings_SB/P5354a_Pip_Exit_1,ANOTHER WIN FOR THE TROUBLESOME PERSONS!,
C09_Strings_SB/P5354a_Thrash_Exit_1,"HEY, IF WE EVER FORM A BAND... THAT'D BE A COOL NAME... ",
C09_Strings_SB/P5354a_Pip_Exit_2,"ROCK ON. LET'S SCOOT!",
C09_Strings_SB/0102_Chapter_Number,CHAPTER NINE,
C09_Strings_SB/0102_Chapter_Name,THE MAGNIFICENT HUMGRUMP,
C09_Strings_SB/3132_Flavour_1,SECTION 79A#LISTS OF#TROUBLESOME#PHRASES AND#NOISES,
C09_Strings_SB/3132_Flavour_2,SECTION 111Y#HOW TO#REPORT YOUR#FRIENDS AND#FAMILY,
C09_Strings_SB/3132_Flavour_3,SECTION 43J#51 SIGNS THAT#YOUR DOG IS#A TRAITOR,
C09_Strings_SB/3132_Flavour_4,SECTION 76H#GUIDELINES#FOR BLINKING#CORRECTLY,
C09_Strings_SB/6768_Flavour_1,SECTION 46K#HOW TO STOP#TROUBLESOME#SNEEZES,
C09_Strings_SB/6768_Flavour_2,SECTION 56D#REGULATIONS#REGARDING#UNAUTHORISED#CHUCKLING,
C09_Strings_SB/6768_Flavour_3,SECTION 99L#GUIDANCE ON#REGIME-APPROVED#FASHION,
C09_Strings_SB/6768_Flavour_4,SECTION 68D#HOW TO QUASH#TROUBLESOME#DREAMS,
C09_Strings_SB/Wander_Minibeard_Desk,"HEY UP. IT'S MINIBEARD, VIA RUNETOOTH. @WHAT YOU'RE LOOKING FOR IS IN THE BOOK.",
C09_Strings_SB/Wander_Minibeard_Scan,TURN THE PAGES TO GET A CLEAR VIEW OF THAT FACE SCANNER. @MINIBEARD OUT.,
C09_Strings_SB/DPAGE_01_Chat_Desk,"WELCOME TO THE DESK, JOT! @IT IS APPRECIABLY LESS DUSTY DOWN HERE. @THE ENEMY FORTRESS IS FURTHER AHEAD. @GO NOW!",
C10_Strings_SB/0102_Peace_01,"AND SO, AFTER BATTLING#HUMGRUMP'S REMAINING ARMY",
C10_Strings_SB/0102_Peace_02,THE FORCES OF GOOD RECLAIMED#THE LAND OF MOJO,
C10_Strings_SB/0102_Peace_03,AND BROUGHT PEACE#BACK TO THE LAND,
C10_Strings_SB/0304_Castle_01,{150}ARTIA CASTLE#{100}WAS RESTORED TO ITS#{150}FORMER GLORY,
C10_Strings_SB/0304_Castle_02,AND THE PEOPLE OF MOJO#CAME FROM FAR AND WIDE#TO GATHER AT THE TOWN,
C10_Strings_SB/0506_Celebrating_01,CELEBRATING THEIR#FREEDOM WITH A#{150}MARVELLOUS PARTY,
C10_Strings_SB/0708_Break_01,"TAKING A BREAK FROM#THE REVELRY, JOT NOTICED SOMETHING...",
